PartitionKey,RowKey,purpose,purpose@type,request_id,request_id@type,provider,provider@type,model_name,model_name@type,model_tier,model_tier@type,job_id,job_id@type,repo_name,repo_name@type,budget_completion_tokens,budget_completion_tokens@type,prompt_tokens_estimated,prompt_tokens_estimated@type,prompt_tokens,prompt_tokens@type,completion_tokens,completion_tokens@type,total_tokens,total_tokens@type,finish_reason,finish_reason@type,was_truncated,was_truncated@type,status,status@type,error,error@type,error_details,error_details@type,created_at,created_at@type,updated_at,updated_at@type
yungryce,get_repo_micro_summary|2026-03-06T17-30-41.440654_00-00|repo-micro-1772818241,get_repo_micro_summary,,repo-micro-1772818241,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,cloudfolio-v0.2.0,,2000,,1569,,1621,,2000,,3621,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:30:54.638253+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-41.440654_00-00,,2026-03-06T17-30-54.638267_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-41.461939_00-00|repo-micro-1772818241,get_repo_micro_summary,,repo-micro-1772818241,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,portfolio-api,,2000,,833,,761,,2000,,2761,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:30:54.213180+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-41.461939_00-00,,2026-03-06T17-30-54.213191_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-41.471901_00-00|repo-micro-1772818241,get_repo_micro_summary,,repo-micro-1772818241,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,binary_trees,,2000,,1281,,1253,,2000,,3253,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:30:54.252846+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-41.471901_00-00,,2026-03-06T17-30-54.252859_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-41.782405_00-00|repo-micro-1772818241,get_repo_micro_summary,,repo-micro-1772818241,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,collabHub,,2000,,1685,,1658,,2000,,3658,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:30:55.489023+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-41.782405_00-00,,2026-03-06T17-30-55.489056_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-41.922351_00-00|repo-micro-1772818241,get_repo_micro_summary,,repo-micro-1772818241,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,azure_vmss_cluster,,2000,,1297,,1267,,2000,,3267,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:30:54.544557+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-41.922351_00-00,,2026-03-06T17-30-54.544622_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-41.954714_00-00|repo-micro-1772818241,get_repo_micro_summary,,repo-micro-1772818241,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,foliohive,,2000,,1211,,1329,,2000,,3329,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:30:56.452576+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-41.954714_00-00,,2026-03-06T17-30-56.452592_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-42.437817_00-00|repo-micro-1772818242,get_repo_micro_summary,,repo-micro-1772818242,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,collabHub-Laravel,,2000,,1412,,1345,,2000,,3345,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:30:55.399889+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-42.437817_00-00,,2026-03-06T17-30-55.399938_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-42.464722_00-00|repo-micro-1772818242,get_repo_micro_summary,,repo-micro-1772818242,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,Frontend_Apps,,2000,,310,,324,,2000,,2324,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:30:56.449950+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-42.464722_00-00,,2026-03-06T17-30-56.449977_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-42.966438_00-00|repo-micro-1772818242,get_repo_micro_summary,,repo-micro-1772818242,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,backend_assesment,,2000,,1525,,1461,,2000,,3461,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:30:58.035985+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-42.966438_00-00,,2026-03-06T17-30-58.035996_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-43.028529_00-00|repo-micro-1772818243,get_repo_micro_summary,,repo-micro-1772818243,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,Bincom-Assessment,,2000,,1337,,1286,,2000,,3286,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:30:56.054011+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-43.028529_00-00,,2026-03-06T17-30-56.054026_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-43.456314_00-00|repo-micro-1772818243,get_repo_micro_summary,,repo-micro-1772818243,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,portfolio,,2000,,758,,747,,2000,,2747,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:00.491657+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-43.456314_00-00,,2026-03-06T17-31-00.491727_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-57.537746_00-00|repo-micro-1772818257,get_repo_micro_summary,,repo-micro-1772818257,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,printf,,2000,,709,,719,,2000,,2719,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:15.113722+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-57.537746_00-00,,2026-03-06T17-31-15.113758_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-57.580028_00-00|repo-micro-1772818257,get_repo_micro_summary,,repo-micro-1772818257,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,socket_app,,2000,,1163,,1127,,2000,,3127,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:10.391859+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-57.580028_00-00,,2026-03-06T17-31-10.391901_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-57.635745_00-00|repo-micro-1772818257,get_repo_micro_summary,,repo-micro-1772818257,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,RSA-Factoring-Challenge,,2000,,1296,,1179,,2000,,3179,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:11.599532+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-57.635745_00-00,,2026-03-06T17-31-11.599571_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-57.792380_00-00|repo-micro-1772818257,get_repo_micro_summary,,repo-micro-1772818257,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,sorting_algorithms,,2000,,1280,,1160,,2000,,3160,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:11.330683+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-57.792380_00-00,,2026-03-06T17-31-11.330694_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-57.796359_00-00|repo-micro-1772818257,get_repo_micro_summary,,repo-micro-1772818257,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,PY4E,,2000,,1276,,1198,,2000,,3198,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:11.291259+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-57.796359_00-00,,2026-03-06T17-31-11.291277_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-57.804704_00-00|repo-micro-1772818257,get_repo_micro_summary,,repo-micro-1772818257,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,startstopvm,,2000,,976,,903,,1914,,2817,,stop,,false,,completed,,,,,,2026-03-06T17-30-57.804704_00-00,,2026-03-06T17-31-11.524123_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-57.809826_00-00|repo-micro-1772818257,get_repo_micro_summary,,repo-micro-1772818257,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,yungryce,,2000,,1266,,1537,,2000,,3537,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:12.133704+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-57.809826_00-00,,2026-03-06T17-31-12.133757_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-57.872987_00-00|repo-micro-1772818257,get_repo_micro_summary,,repo-micro-1772818257,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,recaptcha_FA,,2000,,1319,,1216,,2000,,3216,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:13.025138+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-57.872987_00-00,,2026-03-06T17-31-13.025156_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-57.880770_00-00|repo-micro-1772818257,get_repo_micro_summary,,repo-micro-1772818257,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,simple_shell,,2000,,1285,,1163,,2000,,3163,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:10.554860+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-57.880770_00-00,,2026-03-06T17-31-10.554899_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-57.995145_00-00|repo-micro-1772818257,get_repo_micro_summary,,repo-micro-1772818257,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,Python_Apps,,2000,,461,,481,,2000,,2481,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:13.374990+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-57.995145_00-00,,2026-03-06T17-31-13.375026_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-57.998457_00-00|repo-micro-1772818257,get_repo_micro_summary,,repo-micro-1772818257,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,the-flex,,2000,,1391,,1429,,2000,,3429,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:10.673471+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-57.998457_00-00,,2026-03-06T17-31-10.673526_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-30-58.392580_00-00|repo-micro-1772818258,get_repo_micro_summary,,repo-micro-1772818258,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,portfolio-old,,2000,,1092,,1029,,2000,,3029,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:13.871366+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-30-58.392580_00-00,,2026-03-06T17-31-13.871380_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-31-10.402724_00-00|repo-micro-1772818270,get_repo_micro_summary,,repo-micro-1772818270,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,socket_app,,2000,,1163,,1127,,2000,,3127,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:23.890920+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-31-10.402724_00-00,,2026-03-06T17-31-23.890940_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-31-10.570475_00-00|repo-micro-1772818270,get_repo_micro_summary,,repo-micro-1772818270,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,simple_shell,,2000,,1285,,1163,,2000,,3163,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:25.737291+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-31-10.570475_00-00,,2026-03-06T17-31-25.737325_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-31-10.682460_00-00|repo-micro-1772818270,get_repo_micro_summary,,repo-micro-1772818270,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,the-flex,,2000,,1391,,1429,,2000,,3429,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:24.629282+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-31-10.682460_00-00,,2026-03-06T17-31-24.629309_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-31-11.299319_00-00|repo-micro-1772818271,get_repo_micro_summary,,repo-micro-1772818271,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,PY4E,,2000,,1276,,1198,,1626,,2824,,stop,,false,,completed,,,,,,2026-03-06T17-31-11.299319_00-00,,2026-03-06T17-31-24.786678_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-31-11.335300_00-00|repo-micro-1772818271,get_repo_micro_summary,,repo-micro-1772818271,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,sorting_algorithms,,2000,,1280,,1160,,2000,,3160,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:25.665708+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-31-11.335300_00-00,,2026-03-06T17-31-25.665747_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-31-11.629035_00-00|repo-micro-1772818271,get_repo_micro_summary,,repo-micro-1772818271,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,RSA-Factoring-Challenge,,2000,,1296,,1179,,2000,,3179,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:28.274212+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-31-11.629035_00-00,,2026-03-06T17-31-28.274225_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-31-12.152532_00-00|repo-micro-1772818272,get_repo_micro_summary,,repo-micro-1772818272,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,yungryce,,2000,,1266,,1537,,2000,,3537,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:26.935197+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-31-12.152532_00-00,,2026-03-06T17-31-26.935215_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-31-13.032454_00-00|repo-micro-1772818273,get_repo_micro_summary,,repo-micro-1772818273,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,recaptcha_FA,,2000,,1319,,1216,,1814,,3030,,stop,,false,,completed,,,,,,2026-03-06T17-31-13.032454_00-00,,2026-03-06T17-31-26.100269_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-31-13.391675_00-00|repo-micro-1772818273,get_repo_micro_summary,,repo-micro-1772818273,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,Python_Apps,,2000,,461,,481,,2000,,2481,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:29.414125+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-31-13.391675_00-00,,2026-03-06T17-31-29.414163_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-31-13.876224_00-00|repo-micro-1772818273,get_repo_micro_summary,,repo-micro-1772818273,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,portfolio-old,,2000,,1092,,1029,,2000,,3029,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:31.773987+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-31-13.876224_00-00,,2026-03-06T17-31-31.773997_00-00,
yungryce,get_repo_micro_summary|2026-03-06T17-31-15.128220_00-00|repo-micro-1772818275,get_repo_micro_summary,,repo-micro-1772818275,,openai,,gpt-5-nano,,default,,e6308897-f102-43bb-996d-eba2756dd485,,printf,,2000,,709,,719,,2000,,2719,,length,,true,,failed,,response_truncated,,"[{""timestamp"":""2026-03-06T17:31:28.846145+00:00"",""type"":""response_truncated"",""finish_reason"":""length"",""message"":""Response truncated (hit max_completion_tokens=2000). Returned 0 chars.""}]",,2026-03-06T17-31-15.128220_00-00,,2026-03-06T17-31-28.846165_00-00,
